timestamps,TP9,AF7,AF8,TP10,Right AUX
1757889230.325,-67.383,-2.441,-290.527,-42.969,0.000
1757889230.329,-76.172,-1.953,-203.125,-49.316,0.000
1757889230.333,-27.832,-8.789,-256.836,-37.109,0.000
1757889230.337,-15.625,-11.719,-262.207,-28.320,0.000
1757889230.341,-54.688,-17.578,-426.758,-27.832,0.000
1757889230.345,-73.730,-21.484,-425.781,-34.668,0.000
1757889230.349,-40.039,-15.625,-106.934,-37.109,0.000
1757889230.352,-11.230,-16.602,-65.430,-25.391,0.000
1757889230.356,-46.387,-19.531,-196.289,-28.320,0.000
1757889230.360,-77.637,-16.113,-214.355,-39.551,0.000
1757889230.364,-50.293,-19.043,-121.582,-46.387,0.000
1757889230.368,-8.301,-26.855,-190.918,-39.062,0.000
1757889230.372,-28.809,-27.344,-277.832,-34.668,0.000
1757889230.376,-62.012,-22.949,-243.164,-39.062,0.000
1757889230.380,-64.941,-24.414,-258.301,-40.527,0.000
1757889230.384,-38.086,-35.156,-359.863,-39.062,0.000
1757889230.388,-39.551,-32.715,-416.504,-42.480,0.000
1757889230.391,-80.566,-21.973,-233.887,-55.664,0.000
1757889230.395,-76.172,-27.832,-149.414,-50.293,0.000
1757889230.399,-40.527,-34.180,-244.141,-43.945,0.000
1757889230.403,-22.949,-26.855,-273.926,-34.668,0.000
1757889230.407,-59.082,-28.320,-182.129,-35.156,0.000
1757889230.411,-83.496,-35.156,-226.562,-46.387,0.000
1757889230.415,-42.480,-31.738,-265.137,-43.945,0.000
1757889230.419,-10.742,-36.621,-199.219,-39.551,0.000
1757889230.423,-42.969,-40.039,-210.938,-33.203,0.000
1757889230.427,-78.613,-36.621,-301.270,-39.551,0.000
1757889230.431,-61.035,-41.016,-476.074,-39.062,0.000
1757889230.434,-37.109,-42.480,-504.883,-28.320,0.000
1757889230.438,-49.316,-29.297,-245.117,-34.668,0.000
1757889230.442,-76.172,-27.344,-250.977,-35.645,0.000
1757889230.446,-79.590,-27.832,-309.082,-28.809,0.000
1757889230.450,-41.504,-24.902,-193.848,-32.715,0.000
1757889230.454,-25.879,-27.832,-137.207,-36.621,0.000
1757889230.458,-63.965,-29.785,-269.531,-46.387,0.000
1757889230.462,-82.031,-36.133,-284.180,-45.410,0.000
1757889230.466,-49.316,-39.551,-169.922,-38.086,0.000
1757889230.470,-28.809,-30.762,-190.430,-38.086,0.000
1757889230.473,-59.082,-32.715,-330.078,-36.621,0.000
1757889230.477,-79.102,-38.086,-429.688,-37.109,0.000
1757889230.481,-57.617,-32.715,-234.375,-44.922,0.000
1757889230.485,-16.602,-30.762,-145.020,-34.668,0.000
1757889230.489,-43.945,-32.227,-294.434,-33.203,0.000
1757889230.493,-76.172,-33.691,-383.301,-50.781,0.000
1757889230.497,-54.688,-29.785,-251.953,-50.293,0.000
1757889230.501,-17.090,-25.879,-154.297,-39.062,0.000
1757889230.505,-21.484,-31.250,-214.844,-36.133,0.000
1757889230.509,-70.312,-35.645,-250.000,-40.039,0.000
1757889230.513,-66.406,-34.668,-185.059,-41.992,0.000
1757889230.517,-29.785,-28.320,-177.734,-39.551,0.000
1757889230.520,-23.438,-34.668,-343.750,-28.809,0.000
1757889230.524,-56.641,-41.016,-370.605,-30.762,0.000
1757889230.528,-67.871,-35.156,-238.770,-36.133,0.000
1757889230.532,-36.621,-34.668,-217.285,-30.273,0.000
1757889230.536,-17.578,-35.645,-287.109,-23.438,0.000
1757889230.540,-44.434,-34.668,-208.496,-33.203,0.000
1757889230.544,-73.730,-35.645,-213.867,-40.039,0.000
1757889230.548,-59.082,-41.016,-298.340,-33.691,0.000
1757889230.552,-30.762,-44.922,-223.633,-35.156,0.000
1757889230.556,-41.016,-43.945,-146.484,-41.016,0.000
1757889230.560,-66.895,-46.875,-173.340,-52.246,0.000
1757889230.563,-67.383,-50.293,-261.719,-57.617,0.000
1757889230.567,-32.227,-44.922,-341.309,-44.922,0.000
1757889230.571,-27.344,-38.086,-271.484,-27.344,0.000
1757889230.575,-62.988,-36.621,-123.047,-36.621,0.000
1757889230.579,-72.754,-40.527,-277.344,-37.598,0.000
1757889230.583,-33.691,-39.062,-446.777,-27.344,0.000
1757889230.587,-16.113,-29.297,-104.004,-36.621,0.000
1757889230.591,-54.199,-32.227,44.922,-44.434,0.000
1757889230.595,-71.777,-37.598,-130.859,-48.340,0.000
1757889230.599,-34.180,-37.109,-256.348,-46.387,0.000
1757889230.603,-10.254,-38.086,-214.355,-43.457,0.000
1757889230.606,-45.410,-34.180,-124.023,-41.992,0.000
1757889230.610,-78.125,-35.156,-222.656,-46.875,0.000
1757889230.614,-60.547,-36.133,-316.895,-42.480,0.000
1757889230.618,-22.949,-35.156,-266.113,-41.992,0.000
1757889230.622,-26.367,-30.762,-236.816,-49.316,0.000
1757889230.626,-52.246,-30.273,-445.312,-37.598,0.000
1757889230.630,-45.410,-29.785,-402.832,-31.738,0.000
1757889230.634,-0.977,-20.996,-16.113,-32.715,0.000
1757889230.638,-1.465,-22.461,-12.207,-26.367,0.000
1757889230.642,-53.711,-26.367,-200.684,-29.785,0.000
1757889230.646,-59.082,-24.414,-178.223,-35.645,0.000
1757889230.649,-16.113,-17.090,30.762,-22.461,0.000
1757889230.653,0.488,-14.648,-82.031,-16.113,0.000
1757889230.657,-34.180,-17.578,-291.504,-25.879,0.000
1757889230.661,-48.828,-16.113,-310.547,-21.973,0.000
1757889230.665,-23.438,-16.602,-242.188,-20.020,0.000
1757889230.669,5.371,-13.672,-284.180,-15.625,0.000
1757889230.673,-10.742,-10.254,-425.781,-6.836,0.000
1757889230.677,-42.969,-11.719,-210.449,-17.578,0.000
1757889230.681,-27.344,-20.996,-86.426,-25.391,0.000
1757889230.684,-1.465,-27.832,-137.695,-26.367,0.000
1757889230.689,-13.672,-29.785,-254.883,-23.926,0.000
1757889230.692,-46.387,-33.691,-206.543,-28.320,0.000
1757889230.696,-40.039,-35.156,-187.500,-37.109,0.000
1757889230.700,-4.395,-42.480,-235.840,-28.320,0.000
1757889230.704,-9.277,-39.551,-206.543,-30.762,0.000
1757889230.708,-51.270,-41.504,-290.039,-41.016,0.000
1757889230.712,-65.918,-50.781,-299.805,-41.992,0.000
1757889230.716,-21.484,-51.758,-439.453,-27.344,0.000
1757889230.720,-6.348,-52.734,-448.730,-18.555,0.000
1757889230.724,-38.574,-49.805,-130.859,-27.344,0.000
1757889230.727,-57.129,-46.875,-219.238,-27.832,0.000
1757889230.731,-25.879,-42.480,-305.176,-21.973,0.000
1757889230.735,2.930,-39.551,-180.664,-12.207,0.000
1757889230.739,-25.879,-39.551,-103.516,-10.254,0.000
1757889230.743,-53.711,-46.875,-238.770,-17.090,0.000
1757889230.747,-41.016,-46.387,-299.805,-20.508,0.000
1757889230.751,-3.906,-41.016,-187.012,-21.484,0.000
1757889230.755,3.418,-45.898,-238.281,-26.855,0.000
1757889230.759,-48.340,-49.316,-402.832,-42.480,0.000
1757889230.763,-64.453,-50.781,-433.594,-39.551,0.000
1757889230.767,-22.949,-49.805,-267.090,-28.809,0.000
1757889230.770,-19.531,-43.945,-214.355,-27.344,0.000
1757889230.774,-54.688,-38.574,-281.738,-24.902,0.000
1757889230.778,-61.523,-34.180,-310.547,-22.461,0.000
1757889230.782,-25.879,-34.180,-164.551,-25.879,0.000
1757889230.786,0.000,-40.039,-125.977,-30.762,0.000
1757889230.790,-26.855,-49.316,-212.402,-24.414,0.000
1757889230.794,-57.129,-47.852,-226.562,-30.762,0.000
1757889230.798,-23.438,-44.434,-204.590,-33.691,0.000
1757889230.802,1.465,-47.852,-266.113,-17.090,0.000
1757889230.806,-32.227,-48.828,-476.562,-8.789,0.000
1757889230.809,-65.918,-44.922,-474.121,-19.531,0.000
1757889230.813,-52.246,-35.645,-170.410,-32.227,0.000
1757889230.817,-6.836,-30.273,-173.340,-29.297,0.000
1757889230.821,-16.602,-37.109,-290.039,-28.809,0.000
1757889230.825,-63.477,-39.551,-286.621,-32.227,0.000
1757889230.829,-65.918,-33.691,-204.102,-40.527,0.000
1757889230.833,-25.879,-36.621,-256.836,-33.203,0.000
1757889230.837,-4.395,-34.180,-293.457,-24.414,0.000
1757889230.841,-17.578,-34.180,-243.164,-25.391,0.000
1757889230.845,-45.410,-37.598,-252.441,-27.832,0.000
1757889230.849,-32.715,-39.062,-352.539,-23.438,0.000
1757889230.852,-5.859,-38.574,-391.113,-17.090,0.000
1757889230.856,-29.297,-32.227,-253.906,-23.926,0.000
1757889230.860,-59.082,-30.273,-205.566,-36.621,0.000
1757889230.864,-41.992,-37.109,-364.746,-30.762,0.000
1757889230.868,-9.766,-43.945,-391.602,-30.762,0.000
1757889230.872,-22.461,-37.109,-213.379,-38.086,0.000
1757889230.876,-52.734,-32.227,-242.188,-35.156,0.000
1757889230.880,-50.781,-40.039,-285.645,-32.227,0.000
1757889230.884,-18.555,-18.555,-261.719,-32.715,0.000
1757889230.888,-14.648,33.203,-207.031,-31.250,0.000
1757889230.891,-42.480,54.199,-257.812,-34.668,0.000
1757889230.895,-56.152,51.758,-413.086,-38.574,0.000
1757889230.899,-33.691,51.270,-367.188,-31.738,0.000
1757889230.903,-13.672,51.270,-222.656,-27.832,0.000
1757889230.907,-45.898,44.922,-269.531,-35.156,0.000
1757889230.911,-69.824,32.715,-367.676,-41.992,0.000
1757889230.915,-43.457,34.180,-288.086,-29.785,0.000
1757889230.919,-6.836,37.109,-228.027,-26.367,0.000
1757889230.923,-28.320,29.297,-260.254,-30.762,0.000
1757889230.927,-70.801,22.461,-294.434,-34.180,0.000
1757889230.931,-55.664,15.137,-228.516,-36.133,0.000
1757889230.934,-22.461,9.277,-248.535,-27.832,0.000
1757889230.938,-19.531,9.277,-326.172,-20.996,0.000
1757889230.942,-47.363,7.812,-377.930,-26.855,0.000
1757889230.946,-56.641,3.906,-282.227,-35.645,0.000
1757889230.950,-30.762,-0.488,-147.949,-30.762,0.000
1757889230.954,-33.203,-12.207,-321.777,-29.297,0.000
1757889230.958,-68.848,-16.113,-425.781,-32.715,0.000
1757889230.962,-74.219,-12.207,-174.316,-35.156,0.000
1757889230.966,-31.738,-16.602,-86.426,-20.020,0.000
1757889230.970,-10.254,-19.531,-155.762,-12.207,0.000
1757889230.974,-41.016,-21.484,-235.352,-31.250,0.000
1757889230.978,-63.965,-20.020,-196.289,-40.527,0.000
1757889230.981,-47.852,-19.531,-184.570,-34.180,0.000
1757889230.985,-11.719,-22.949,-250.000,-32.715,0.000
1757889230.989,-32.715,-24.414,-309.082,-36.133,0.000
1757889230.993,-62.012,-24.902,-308.594,-30.273,0.000
1757889230.997,-44.434,-27.832,-261.230,-33.691,0.000
1757889231.001,-12.695,-37.109,-402.344,-28.809,0.000
1757889231.005,-13.184,-40.527,-392.090,-22.949,0.000
1757889231.009,-50.781,-34.180,-145.508,-35.645,0.000
1757889231.012,-60.059,-30.762,-220.703,-33.203,0.000
1757889231.017,-18.066,-30.273,-258.301,-23.926,0.000
1757889231.021,-5.371,-32.227,-146.484,-20.020,0.000
1757889231.024,-34.668,-34.180,-148.926,-21.973,0.000
1757889231.028,-53.223,-38.086,-276.855,-37.109,0.000
1757889231.032,-31.738,-38.086,-291.016,-34.180,0.000
1757889231.036,-10.254,-35.156,-273.438,-22.949,0.000
1757889231.040,-42.480,-36.621,-227.539,-35.645,0.000
1757889231.044,-62.500,-37.598,-302.734,-37.109,0.000
1757889231.048,-39.062,-43.945,-455.078,-22.461,0.000
1757889231.052,-7.812,-40.527,-198.730,-22.949,0.000
1757889231.055,-18.066,-42.969,-83.008,-30.273,0.000
1757889231.059,-45.410,-55.176,-235.840,-32.227,0.000
1757889231.064,-37.598,-53.223,-270.508,-34.668,0.000
1757889231.067,-20.996,-41.016,-163.574,-31.250,0.000
1757889231.071,-20.996,-40.527,-175.781,-29.297,0.000
1757889231.075,-55.176,-44.922,-224.121,-38.086,0.000
1757889231.079,-60.059,-44.434,-255.371,-39.551,0.000
1757889231.083,-21.973,-45.898,-322.754,-27.344,0.000
1757889231.087,-11.230,-45.898,-264.160,-29.297,0.000
1757889231.091,-46.387,-51.270,-444.824,-32.715,0.000
1757889231.095,-76.172,-48.828,-468.262,-36.133,0.000
1757889231.098,-48.340,-36.621,-127.441,-39.062,0.000
1757889231.102,-19.531,-43.457,-171.875,-32.715,0.000
1757889231.106,-50.293,-50.293,-287.109,-33.203,0.000
1757889231.110,-71.777,-45.410,-206.543,-29.297,0.000
1757889231.114,-53.711,-42.969,-98.633,-30.273,0.000
1757889231.118,-17.090,-44.922,-167.480,-25.391,0.000
1757889231.122,-22.949,-49.316,-268.066,-23.926,0.000
1757889231.126,-65.918,-54.688,-267.578,-35.645,0.000
1757889231.130,-62.012,-53.711,-327.148,-35.645,0.000
1757889231.134,-25.879,-40.039,-365.234,-18.066,0.000
1757889231.138,-15.137,-34.180,-416.016,-15.137,0.000
1757889231.141,-57.129,-37.109,-242.188,-38.086,0.000
1757889231.145,-79.590,-38.086,-163.086,-43.457,0.000
1757889231.149,-35.645,-49.805,-288.086,-36.621,0.000
1757889231.153,-30.762,-57.129,-288.086,-43.457,0.000
1757889231.157,-63.477,-53.711,-205.566,-41.504,0.000
1757889231.161,-72.754,-55.664,-324.707,-41.992,0.000
1757889231.165,-52.246,-55.664,-323.242,-41.016,0.000
1757889231.169,-17.578,-50.781,-198.242,-33.203,0.000
1757889231.173,-40.527,-50.781,-239.258,-35.645,0.000
1757889231.177,-82.520,-55.176,-308.594,-36.133,0.000
1757889231.180,-65.918,-62.500,-469.727,-36.133,0.000
1757889231.184,-35.645,-60.059,-472.168,-38.086,0.000
1757889231.188,-44.922,-48.828,-184.082,-47.363,0.000
1757889231.192,-78.125,-52.246,-252.930,-46.387,0.000
1757889231.196,-68.359,-52.734,-326.172,-34.668,0.000
1757889231.200,-27.344,-51.758,-232.422,-30.762,0.000
1757889231.204,-28.320,-55.176,-189.453,-29.785,0.000
1757889231.208,-58.105,-49.316,-270.508,-28.809,0.000
1757889231.212,-78.613,-48.340,-327.148,-39.551,0.000
1757889231.216,-41.992,-53.223,-256.348,-51.270,0.000
1757889231.220,-12.695,-57.617,-264.160,-45.410,0.000
1757889231.223,-58.594,-57.617,-361.816,-39.551,0.000
1757889231.227,-81.543,-55.664,-399.414,-43.945,0.000
1757889231.231,-47.363,-51.270,-265.625,-40.527,0.000
1757889231.235,-11.719,-47.363,-181.152,-29.785,0.000
1757889231.239,-16.602,-48.340,-378.418,-34.668,0.000
1757889231.243,-54.199,-51.270,-464.355,-36.621,0.000
1757889231.247,-61.035,-50.293,-215.332,-30.273,0.000
1757889231.251,-27.832,-49.316,-185.059,-28.809,0.000
1757889231.255,-35.156,-55.664,-241.211,-33.203,0.000
1757889231.259,-81.543,-59.082,-261.719,-43.945,0.000
1757889231.262,-83.984,-51.758,-221.191,-48.828,0.000
1757889231.266,-48.340,-52.734,-248.047,-48.340,0.000
1757889231.270,-38.574,-57.617,-324.219,-34.668,0.000
1757889231.274,-56.641,-54.688,-318.359,-32.227,0.000
1757889231.278,-66.895,-53.223,-300.293,-40.527,0.000
1757889231.282,-41.992,-47.363,-268.555,-26.855,0.000
1757889231.286,-16.113,-43.945,-403.320,-13.184,0.000
1757889231.290,-33.203,-40.527,-366.211,-26.855,0.000
1757889231.294,-61.523,-40.039,-189.941,-52.246,0.000
1757889231.298,-49.316,-47.852,-239.258,-53.711,0.000
1757889231.302,-14.160,-50.293,-254.395,-34.668,0.000
1757889231.305,-31.250,-48.828,-197.266,-27.832,0.000
1757889231.309,-70.801,-44.922,-191.895,-34.668,0.000
1757889231.313,-65.430,-50.781,-253.906,-33.691,0.000
1757889231.317,-31.738,-55.176,-344.238,-23.438,0.000
1757889231.321,-24.902,-43.945,-221.191,-16.113,0.000
1757889231.325,-58.105,-42.480,-133.301,-22.949,0.000
1757889231.329,-62.988,-54.199,-347.168,-32.715,0.000
1757889231.333,-26.855,-54.688,-394.043,-42.969,0.000
1757889231.337,-1.465,-44.922,-79.102,-42.969,0.000
1757889231.340,-36.133,-40.527,-104.004,-35.156,0.000
1757889231.345,-72.754,-36.133,-282.715,-30.762,0.000
1757889231.348,-37.598,-30.762,-247.070,-35.645,0.000
1757889231.352,-6.836,-30.273,-68.848,-22.949,0.000
1757889231.356,-48.828,-33.203,15.625,-30.762,0.000
1757889231.360,-79.590,-35.645,-191.895,-45.898,0.000
1757889231.364,-56.641,-41.504,-324.707,-44.434,0.000
1757889231.368,-20.996,-46.387,-283.203,-33.203,0.000
1757889231.372,-23.438,-44.434,-281.250,-28.809,0.000
1757889231.376,-56.641,-44.922,-469.727,-37.598,0.000
1757889231.380,-50.293,-43.945,-482.422,-35.645,0.000
1757889231.383,-22.949,-37.598,-216.797,-39.551,0.000
1757889231.387,-24.414,-45.410,-242.188,-40.527,0.000
1757889231.391,-50.781,-43.457,-306.641,-29.297,0.000
1757889231.395,-62.988,-32.715,-237.793,-31.738,0.000
1757889231.399,-35.156,-31.250,-215.820,-37.598,0.000
1757889231.403,-5.371,-24.414,-293.457,-18.555,0.000
1757889231.407,-38.574,-27.832,-363.770,-21.484,0.000
1757889231.411,-63.477,-34.180,-373.535,-27.832,0.000
1757889231.415,-33.203,-30.762,-291.504,-31.738,0.000
1757889231.419,-2.930,-33.203,-372.070,-26.855,0.000
1757889231.423,-30.273,-45.898,-519.043,-28.809,0.000
1757889231.426,-74.219,-41.504,-291.504,-34.668,0.000
1757889231.430,-55.664,-40.039,-222.656,-34.668,0.000
1757889231.434,-18.066,-44.434,-343.750,-34.668,0.000
1757889231.438,-27.344,-41.992,-425.781,-21.484,0.000
1757889231.442,-68.848,-43.457,-330.078,-25.391,0.000
1757889231.446,-71.289,-44.922,-281.738,-25.879,0.000
1757889231.450,-30.273,-46.387,-303.711,-22.461,0.000
1757889231.454,-20.020,-46.387,-312.500,-32.227,0.000
1757889231.458,-51.758,-47.852,-368.652,-38.574,0.000
1757889231.462,-71.289,-50.293,-330.566,-48.340,0.000
1757889231.466,-41.992,-53.223,-510.742,-41.016,0.000
1757889231.469,-22.949,-51.758,-508.301,-32.715,0.000
1757889231.473,-49.316,-51.270,-254.883,-50.293,0.000
1757889231.477,-71.289,-50.293,-333.496,-50.781,0.000
1757889231.481,-50.781,-52.734,-360.352,-34.180,0.000
1757889231.485,-16.602,-54.199,-256.836,-27.832,0.000
1757889231.489,-33.203,-53.223,-258.301,-40.527,0.000
1757889231.493,-64.941,-56.152,-370.605,-51.270,0.000
1757889231.497,-59.082,-55.176,-375.000,-38.086,0.000
1757889231.501,-29.785,-53.711,-302.734,-30.762,0.000
1757889231.505,-32.227,-55.664,-343.750,-34.668,0.000
1757889231.509,-61.523,-58.105,-439.941,-26.367,0.000
1757889231.512,-56.641,-53.711,-483.887,-26.367,0.000
1757889231.516,-22.949,-46.875,-272.461,-32.715,0.000
1757889231.520,-10.742,-46.387,-201.660,-20.996,0.000
1757889231.524,-41.504,-51.270,-355.469,-23.926,0.000
1757889231.528,-56.641,-55.176,-375.488,-41.016,0.000
1757889231.532,-26.367,-50.781,-209.473,-26.367,0.000
1757889231.536,-12.207,-50.293,-214.844,-12.207,0.000
1757889231.540,-37.598,-49.316,-291.504,-17.090,0.000
1757889231.544,-62.988,-44.922,-267.090,-10.742,0.000
1757889231.548,-42.969,-46.875,-247.070,-8.789,0.000
1757889231.551,-1.465,-46.387,-265.137,-20.508,0.000
1757889231.555,-11.230,-46.387,-434.570,-8.301,0.000
1757889231.559,-45.898,-44.922,-496.094,-3.906,0.000
1757889231.563,-43.945,-36.133,-266.113,-24.902,0.000
1757889231.567,-3.906,-36.621,-208.008,-12.207,0.000
1757889231.571,0.000,-33.203,-233.398,-10.254,0.000
1757889231.575,-46.875,-28.320,-179.688,-26.367,0.000
1757889231.579,-58.594,-33.203,-113.281,-29.785,0.000
1757889231.583,-21.484,-41.016,-99.609,-29.297,0.000
1757889231.587,-3.418,-40.527,-173.828,-27.344,0.000
1757889231.591,-38.574,-38.574,-142.090,-20.996,0.000
1757889231.594,-65.430,-40.527,-37.598,-26.367,0.000
1757889231.598,-41.992,-44.434,-216.797,-21.484,0.000
1757889231.602,-9.766,-39.062,-350.098,-11.230,0.000
1757889231.606,-21.973,-27.344,-231.934,-16.602,0.000
1757889231.610,-62.500,-27.832,-153.320,-15.625,0.000
1757889231.614,-55.664,-30.273,-138.184,-24.414,0.000
1757889231.618,-6.836,-25.391,-106.934,-24.414,0.000
1757889231.622,-21.484,-24.902,68.359,-14.160,0.000
1757889231.626,-58.594,-24.902,84.473,-19.531,0.000
1757889231.630,-52.734,-23.926,-74.219,-25.879,0.000
1757889231.634,-24.902,-28.809,-75.195,-21.484,0.000
1757889231.637,-15.137,-31.738,97.656,-18.066,0.000
1757889231.641,-51.270,-35.645,67.383,-28.809,0.000
1757889231.645,-76.172,-41.504,-126.953,-43.945,0.000
1757889231.649,-36.621,-40.039,-233.398,-32.715,0.000
1757889231.653,-14.160,-32.715,-151.855,-28.809,0.000
1757889231.657,-54.199,-34.668,3.906,-40.527,0.000
1757889231.661,-58.105,-46.387,-215.820,-27.832,0.000
1757889231.665,-35.156,-41.992,-209.473,-22.949,0.000
1757889231.669,-21.973,-33.203,152.344,-37.109,0.000
1757889231.673,-38.086,-38.086,43.457,-35.156,0.000
1757889231.677,-83.496,-43.457,-153.320,-30.273,0.000
1757889231.681,-63.477,-41.992,-34.180,-42.480,0.000
1757889231.684,-18.555,-41.992,112.305,-36.133,0.000
1757889231.688,-26.855,-45.898,5.859,-25.879,0.000
1757889231.692,-66.895,-46.387,-216.309,-33.203,0.000
1757889231.696,-67.383,-41.016,-256.836,-43.457,0.000
1757889231.700,-27.344,-35.156,3.906,-32.715,0.000
1757889231.704,-9.766,-33.691,-41.016,-26.367,0.000
1757889231.708,-33.691,-39.062,-382.324,-33.691,0.000
1757889231.712,-62.500,-36.621,-158.691,-45.410,0.000
1757889231.716,-34.180,-33.691,65.430,-43.945,0.000
1757889231.720,-13.184,-39.551,-143.555,-29.297,0.000
1757889231.724,-40.039,-37.598,-220.215,-25.879,0.000
1757889231.727,-59.570,-34.668,-93.750,-30.273,0.000
1757889231.731,-45.410,-37.109,-11.230,-49.316,0.000
1757889231.735,-17.090,-40.527,-148.926,-44.922,0.000
1757889231.739,-39.551,-51.758,-317.383,-37.109,0.000
1757889231.743,-83.984,-52.246,-297.852,-41.992,0.000
1757889231.747,-67.383,-42.480,-239.746,-41.992,0.000
1757889231.751,-13.672,-43.945,-459.961,-26.855,0.000
1757889231.755,-12.695,-35.156,-449.707,-21.973,0.000
1757889231.759,-56.641,-18.555,-180.664,-36.621,0.000
1757889231.762,-73.242,-23.438,-334.473,-37.598,0.000
1757889231.767,-39.551,-24.414,-311.523,-31.738,0.000
1757889231.770,-25.879,-19.043,-208.008,-30.273,0.000
1757889231.774,-55.664,-20.020,-277.344,-42.969,0.000
1757889231.778,-72.266,-17.090,-368.164,-48.340,0.000
1757889231.782,-51.270,-17.578,-323.242,-53.223,0.000
1757889231.786,-37.109,-19.043,-322.266,-55.176,0.000
1757889231.790,-60.059,-19.043,-308.105,-42.480,0.000
1757889231.794,-81.543,-30.762,-363.770,-48.828,0.000
1757889231.798,-72.266,-31.738,-468.750,-53.223,0.000
1757889231.802,-40.039,-9.277,-265.625,-47.363,0.000
1757889231.805,-55.176,-2.441,-222.656,-69.336,0.000
1757889231.809,-99.609,-11.719,-362.305,-86.914,0.000
1757889231.813,-91.797,-10.742,-368.652,-82.520,0.000
1757889231.817,-62.012,-4.883,-237.305,-76.660,0.000
1757889231.821,-69.336,-9.766,-280.762,-76.172,0.000
1757889231.825,-101.074,-10.254,-346.680,-89.844,0.000
1757889231.829,-109.863,-5.371,-315.430,-93.262,0.000
1757889231.833,-70.312,-4.883,-329.102,-88.867,0.000
1757889231.837,-52.246,0.488,-323.730,-92.773,0.000
1757889231.841,-98.145,0.977,-507.812,-100.098,0.000
1757889231.845,-115.723,-1.465,-529.785,-103.027,0.000
1757889231.848,-82.520,0.000,-219.238,-106.445,0.000
1757889231.852,-56.641,0.000,-254.395,-111.328,0.000
1757889231.856,-77.148,-3.418,-327.637,-109.375,0.000
1757889231.860,-106.934,-6.836,-273.438,-125.488,0.000
1757889231.864,-101.074,-9.766,-247.070,-111.328,0.000
1757889231.868,-71.777,-12.207,-303.711,-85.938,0.000
1757889231.872,-73.242,-13.672,-351.074,-100.098,0.000
1757889231.876,-88.867,-13.184,-307.617,-97.168,0.000
1757889231.880,-86.914,-16.602,-320.801,-88.379,0.000
1757889231.884,-49.805,-20.020,-404.297,-78.613,0.000
