timestamps,TP9,AF7,AF8,TP10,Right AUX
1757698454.462,191.406,-30.273,131.348,132.324,0.000
1757698454.466,-340.332,-61.523,-501.953,-174.805,0.000
1757698454.470,-315.430,-41.016,-474.609,-213.379,0.000
1757698454.474,217.773,-14.160,61.523,65.918,0.000
1757698454.478,335.938,-20.996,220.215,185.059,0.000
1757698454.482,-230.469,-58.105,-440.918,-100.586,0.000
1757698454.486,-397.949,-47.363,-610.840,-230.469,0.000
1757698454.490,44.922,4.395,-6.836,-24.414,0.000
1757698454.494,394.043,1.953,354.004,198.730,0.000
1757698454.497,-91.309,-42.969,-298.340,-30.273,0.000
1757698454.501,-419.434,-44.922,-612.793,-243.652,0.000
1757698454.505,-126.953,-21.973,-186.523,-119.141,0.000
1757698454.509,385.254,-2.930,306.152,176.270,0.000
1757698454.513,87.402,-31.738,-121.094,65.918,0.000
1757698454.517,-401.855,-55.176,-560.547,-217.285,0.000
1757698454.521,-270.508,-42.480,-406.738,-187.500,0.000
1757698454.525,296.387,-12.695,138.672,119.141,0.000
1757698454.529,254.883,-32.715,-125.977,156.250,0.000
1757698454.533,-312.012,-45.898,-539.551,-148.926,0.000
1757698454.537,-359.863,-31.738,-443.848,-220.703,0.000
1757698454.540,166.992,-6.836,68.359,36.133,0.000
1757698454.544,367.188,1.465,343.750,186.035,0.000
1757698454.548,-183.105,-31.738,-262.695,-89.355,0.000
1757698454.552,-392.578,-38.086,-532.715,-246.582,0.000
1757698454.556,10.254,-20.508,-163.086,-50.781,0.000
1757698454.560,408.691,-4.883,281.250,202.637,0.000
1757698454.564,-32.715,-28.809,-96.680,-0.488,0.000
1757698454.568,-416.504,-53.223,-575.195,-223.633,0.000
1757698454.572,-165.527,-35.645,-456.543,-122.070,0.000
1757698454.576,371.582,7.324,96.191,169.434,0.000
1757698454.580,136.230,3.418,87.891,89.844,0.000
1757698454.583,-365.723,-30.273,-464.355,-194.336,0.000
1757698454.587,-272.949,-29.785,-543.945,-187.012,0.000
1757698454.591,264.160,6.348,150.879,101.074,0.000
1757698454.595,282.715,-1.953,282.227,168.457,0.000
1757698454.599,-269.531,-36.133,-358.887,-125.488,0.000
1757698454.603,-353.027,-34.668,-545.410,-224.121,0.000
1757698454.607,136.230,4.395,20.996,17.578,0.000
1757698454.611,405.762,13.184,373.047,210.938,0.000
1757698454.615,-126.953,-39.551,-317.383,-46.387,0.000
1757698454.619,-402.344,-56.152,-788.086,-221.191,0.000
1757698454.622,-45.410,-0.977,-226.562,-65.918,0.000
1757698454.626,414.551,23.438,391.602,197.754,0.000
1757698454.630,20.020,-24.414,-123.535,34.180,0.000
1757698454.634,-401.367,-43.457,-554.688,-222.656,0.000
1757698454.638,-201.172,-23.926,-315.918,-154.785,0.000
1757698454.642,335.449,-2.930,227.539,143.066,0.000
1757698454.646,190.430,-28.320,44.922,115.234,0.000
1757698454.650,-340.820,-57.129,-496.582,-178.711,0.000
1757698454.654,-302.246,-45.410,-463.867,-206.543,0.000
1757698454.658,248.535,-5.371,188.965,83.008,0.000
1757698454.662,348.633,-22.949,166.992,197.754,0.000
1757698454.665,-225.098,-46.387,-427.246,-97.656,0.000
1757698454.669,-383.301,-25.879,-496.094,-226.074,0.000
1757698454.673,65.430,-6.348,-56.152,-6.348,0.000
1757698454.677,392.090,-15.137,309.570,212.891,0.000
1757698454.681,-105.469,-45.898,-175.293,-28.320,0.000
1757698454.685,-409.668,-47.363,-535.156,-238.770,0.000
1757698454.689,-110.352,-32.227,-253.906,-105.469,0.000
1757698454.693,368.164,-15.625,221.191,185.059,0.000
1757698454.697,52.246,-39.551,-39.551,61.523,0.000
1757698454.701,-400.391,-63.477,-540.527,-210.938,0.000
1757698454.705,-245.605,-51.270,-500.000,-171.387,0.000
1757698454.708,301.270,-20.020,69.824,127.930,0.000
1757698454.712,228.027,-21.484,147.949,141.113,0.000
1757698454.716,-316.895,-43.945,-361.816,-155.762,0.000
1757698454.720,-339.844,-48.340,-576.172,-212.402,0.000
1757698454.724,168.945,-31.250,-158.691,58.105,0.000
1757698454.728,342.773,-10.742,296.875,196.289,0.000
1757698454.732,-212.402,-42.480,-237.305,-91.797,0.000
1757698454.736,-408.691,-56.152,-614.258,-233.398,0.000
1757698454.740,-2.930,-23.926,-130.859,-56.152,0.000
1757698454.744,388.672,-8.301,368.164,181.152,0.000
1757698454.748,-54.199,-46.875,-210.938,-10.742,0.000
1757698454.751,-423.828,-58.594,-659.180,-232.910,0.000
1757698454.755,-168.945,-33.691,-386.230,-129.883,0.000
1757698454.759,353.516,-3.906,236.328,171.875,0.000
1757698454.763,120.605,-23.926,-3.418,91.797,0.000
1757698454.767,-367.188,-56.641,-666.504,-195.801,0.000
1757698454.771,-275.879,-28.320,-495.117,-176.270,0.000
1757698454.775,269.043,20.508,282.227,110.352,0.000
1757698454.779,274.414,-7.812,253.418,164.062,0.000
1757698454.783,-287.109,-49.805,-456.543,-128.906,0.000
1757698454.787,-361.816,-41.016,-534.180,-216.309,0.000
1757698454.791,134.277,-9.277,76.172,30.762,0.000
1757698454.794,385.254,-4.395,329.590,204.102,0.000
1757698454.798,-141.113,-40.039,-348.633,-57.129,0.000
1757698454.802,-390.137,-43.457,-645.996,-222.168,0.000
1757698454.806,-40.527,-15.625,-173.340,-66.895,0.000
1757698454.810,389.160,-3.906,325.195,190.918,0.000
1757698454.814,-7.812,-55.176,-345.215,32.715,0.000
1757698454.818,-421.387,-48.828,-609.863,-222.656,0.000
1757698454.822,-208.984,-19.043,-271.484,-156.250,0.000
1757698454.826,332.520,-11.230,223.145,147.461,0.000
1757698454.830,161.133,-29.297,130.371,108.398,0.000
1757698454.833,-360.840,-54.199,-414.062,-189.941,0.000
1757698454.837,-305.176,-53.223,-463.379,-205.566,0.000
1757698454.841,237.793,-20.020,85.449,91.309,0.000
1757698454.845,317.871,-13.672,259.277,185.059,0.000
1757698454.849,-252.441,-47.852,-390.137,-113.770,0.000
1757698454.853,-395.508,-44.922,-589.355,-226.074,0.000
1757698454.857,66.406,-20.020,-168.457,1.953,0.000
1757698454.861,393.555,-3.906,260.254,215.820,0.000
1757698454.865,-106.934,-20.020,-95.215,-32.227,0.000
1757698454.869,-411.621,-39.551,-591.797,-229.980,0.000
1757698454.873,-89.355,-22.949,-375.488,-84.473,0.000
1757698454.876,389.160,7.324,296.875,190.430,0.000
1757698454.880,51.270,-18.555,25.391,49.805,0.000
1757698454.884,-391.602,-51.270,-527.344,-208.496,0.000
1757698454.888,-233.398,-41.016,-396.973,-170.898,0.000
1757698454.892,318.848,-3.418,240.234,122.070,0.000
1757698454.896,230.469,-24.902,149.902,133.789,0.000
1757698454.900,-321.289,-57.129,-505.859,-159.668,0.000
1757698454.904,-325.684,-55.664,-686.035,-202.148,0.000
1757698454.908,186.523,-9.277,86.426,52.246,0.000
1757698454.912,348.145,-6.836,374.512,182.129,0.000
1757698454.915,-205.566,-54.199,-349.609,-97.168,0.000
1757698454.919,-403.809,-55.176,-554.688,-250.000,0.000
1757698454.923,19.531,-26.367,-85.938,-42.969,0.000
1757698454.927,404.297,-13.184,327.637,201.660,0.000
1757698454.931,-46.875,-46.875,-156.250,-15.137,0.000
1757698454.935,-408.203,-50.781,-562.500,-241.211,0.000
1757698454.939,-145.020,-21.484,-260.254,-135.254,0.000
1757698454.943,375.000,-2.930,298.340,160.645,0.000
1757698454.947,110.840,-37.598,-79.590,73.730,0.000
1757698454.951,-373.047,-57.617,-570.312,-204.102,0.000
1757698454.955,-269.043,-26.855,-341.797,-192.871,0.000
1757698454.958,287.109,-3.418,239.746,105.957,0.000
1757698454.962,287.109,-22.949,154.785,157.715,0.000
1757698454.966,-279.297,-43.945,-395.996,-144.043,0.000
1757698454.970,-358.887,-35.645,-462.891,-226.074,0.000
1757698454.974,137.695,-11.719,28.809,29.785,0.000
1757698454.978,381.836,-17.090,207.031,208.008,0.000
1757698454.982,-162.598,-45.898,-342.773,-69.824,0.000
1757698454.986,-420.898,-43.457,-541.016,-249.023,0.000
1757698454.990,-46.875,-29.297,-245.117,-75.684,0.000
1757698454.994,391.602,-23.926,41.992,200.195,0.000
1757698454.998,-22.949,-28.320,-176.758,12.695,0.000
1757698455.001,-427.734,-32.715,-486.328,-243.652,0.000
1757698455.005,-203.613,-34.668,-369.141,-157.227,0.000
1757698455.009,332.031,-7.812,261.230,139.648,0.000
1757698455.013,148.438,-19.531,157.227,92.285,0.000
1757698455.017,-360.352,-55.664,-499.023,-191.406,0.000
1757698455.021,-306.641,-43.457,-531.738,-206.543,0.000
1757698455.025,232.910,-6.348,100.098,79.590,0.000
1757698455.029,306.152,-16.113,210.938,177.734,0.000
1757698455.033,-250.488,-37.109,-341.309,-120.117,0.000
1757698455.037,-377.930,-43.457,-602.051,-229.980,0.000
1757698455.040,85.449,-13.672,-162.109,2.441,0.000
1757698455.044,392.090,14.160,360.352,200.684,0.000
1757698455.048,-119.629,-28.809,-134.277,-46.387,0.000
1757698455.052,-415.527,-57.617,-663.574,-235.840,0.000
1757698455.056,-91.797,-26.367,-234.863,-94.727,0.000
1757698455.060,387.695,5.859,390.137,185.059,0.000
1757698455.064,46.387,-24.414,-53.711,51.270,0.000
1757698455.068,-399.414,-52.246,-589.844,-211.914,0.000
1757698455.072,-226.562,-31.738,-376.465,-163.574,0.000
1757698455.076,307.617,-4.883,278.320,126.465,0.000
1757698455.080,176.270,-33.691,127.930,110.352,0.000
1757698455.083,-340.332,-61.523,-490.234,-172.363,0.000
1757698455.087,-329.102,-39.062,-472.168,-213.867,0.000
1757698455.091,194.336,-8.301,157.227,48.340,0.000
1757698455.095,356.934,-15.137,223.145,193.359,0.000
1757698455.099,-198.242,-48.340,-480.469,-82.031,0.000
1757698455.103,-394.043,-33.203,-556.641,-235.840,0.000
1757698455.107,35.645,-8.789,-46.875,-33.691,0.000
1757698455.111,415.039,-8.789,341.309,200.684,0.000
1757698455.115,-66.406,-29.297,-104.004,-26.855,0.000
1757698455.119,-408.691,-39.551,-518.066,-239.258,0.000
1757698455.123,-126.953,-30.762,-318.359,-121.582,0.000
1757698455.126,326.172,-6.836,164.062,154.785,0.000
1757698455.130,79.590,-25.879,-84.473,73.242,0.000
1757698455.134,-354.492,-38.086,-518.555,-189.941,0.000
1757698455.138,-229.004,-11.719,-367.676,-165.039,0.000
1757698455.142,318.848,1.465,183.105,137.207,0.000
1757698455.146,282.715,-8.789,143.555,187.500,0.000
1757698455.150,-274.414,-22.461,-395.508,-120.605,0.000
1757698455.154,-332.031,-19.531,-506.836,-211.914,0.000
1757698455.158,175.293,1.953,-62.012,48.340,0.000
1757698455.162,405.273,5.859,306.152,223.633,0.000
1757698455.166,-145.020,-27.344,-237.305,-52.246,0.000
1757698455.169,-391.113,-36.621,-559.082,-222.168,0.000
1757698455.173,3.906,-8.789,-111.328,-27.344,0.000
1757698455.177,430.176,11.230,301.270,220.215,0.000
1757698455.181,-8.789,-22.949,-132.324,13.672,0.000
1757698455.185,-403.320,-45.410,-567.871,-226.562,0.000
1757698455.189,-173.340,-42.969,-540.527,-127.930,0.000
1757698455.193,357.910,5.859,206.543,165.527,0.000
1757698455.197,160.156,-2.441,165.527,108.398,0.000
1757698455.201,-354.004,-39.062,-533.691,-170.410,0.000
1757698455.205,-274.414,-25.391,-495.117,-172.852,0.000
1757698455.209,281.250,14.648,251.465,125.488,0.000
1757698455.212,320.801,-3.906,273.438,199.707,0.000
1757698455.216,-255.859,-47.852,-398.438,-113.281,0.000
1757698455.220,-369.141,-32.715,-527.344,-220.703,0.000
1757698455.224,103.516,-4.395,-65.918,18.555,0.000
1757698455.228,399.414,-3.906,296.875,209.961,0.000
1757698455.232,-115.234,-37.598,-347.168,-44.922,0.000
1757698455.236,-408.691,-32.227,-654.297,-226.074,0.000
1757698455.240,-76.172,7.324,-126.953,-85.449,0.000
1757698455.244,397.461,12.695,345.703,190.918,0.000
1757698455.248,48.828,-29.785,-180.664,55.176,0.000
1757698455.252,-387.695,-35.645,-567.871,-202.148,0.000
1757698455.255,-211.426,-14.160,-312.012,-147.949,0.000
1757698455.259,334.961,0.977,225.586,158.203,0.000
1757698455.263,215.332,-14.648,37.109,153.809,0.000
1757698455.267,-315.430,-34.180,-476.562,-148.926,0.000
1757698455.271,-305.664,-30.273,-484.375,-190.430,0.000
1757698455.275,221.680,-7.812,18.555,83.496,0.000
1757698455.279,356.445,-25.879,-3.906,214.844,0.000
1757698455.283,-212.891,-44.922,-400.391,-80.078,0.000
1757698455.287,-390.625,-36.133,-459.473,-225.098,0.000
1757698455.291,50.781,-18.555,-99.121,-12.695,0.000
1757698455.294,411.621,-4.395,353.027,218.750,0.000
1757698455.298,-71.777,-28.320,-125.000,-9.766,0.000
1757698455.302,-416.992,-39.551,-528.320,-229.004,0.000
1757698455.306,-133.789,-26.855,-322.266,-111.328,0.000
1757698455.310,367.676,-0.977,248.047,175.781,0.000
1757698455.314,73.730,-21.484,12.207,63.965,0.000
1757698455.318,-400.879,-52.734,-556.152,-210.449,0.000
1757698455.322,-269.531,-44.434,-519.043,-174.316,0.000
1757698455.326,278.320,0.488,80.078,123.047,0.000
1757698455.330,250.488,4.395,241.211,151.855,0.000
1757698455.334,-289.062,-25.391,-375.000,-142.578,0.000
1757698455.337,-342.773,-30.273,-628.906,-207.031,0.000
1757698455.341,162.109,4.883,17.578,52.246,0.000
1757698455.345,382.324,17.578,376.953,215.332,0.000
1757698455.349,-169.922,-24.414,-282.227,-59.570,0.000
1757698455.353,-400.879,-35.645,-622.559,-221.191,0.000
1757698455.357,-3.906,-0.977,-121.094,-40.039,0.000
1757698455.361,412.109,17.578,387.207,212.402,0.000
1757698455.365,-21.973,-25.879,-206.543,14.648,0.000
1757698455.369,-410.645,-57.129,-782.715,-214.844,0.000
1757698455.373,-176.270,-20.996,-432.129,-129.395,0.000
1757698455.376,353.516,19.043,300.293,156.738,0.000
1757698455.380,145.508,-9.766,53.223,96.680,0.000
1757698455.384,-352.539,-33.691,-517.578,-190.918,0.000
1757698455.388,-274.414,-14.648,-398.438,-188.965,0.000
1757698455.392,265.137,11.719,233.887,103.516,0.000
1757698455.396,312.988,-7.324,223.145,180.664,0.000
1757698455.400,-246.582,-38.574,-417.969,-116.699,0.000
1757698455.404,-353.516,-34.668,-563.965,-215.820,0.000
1757698455.408,120.605,-3.906,-5.371,18.066,0.000
1757698455.412,399.902,-9.766,221.680,216.309,0.000
1757698455.416,-111.816,-38.574,-344.727,-24.902,0.000
1757698455.419,-382.812,-26.367,-511.230,-225.098,0.000
1757698455.423,-48.828,-3.418,-167.969,-93.750,0.000
1757698455.427,405.762,2.441,275.391,186.035,0.000
1757698455.431,31.250,-22.461,-86.426,36.621,0.000
1757698455.435,-409.668,-32.227,-487.305,-230.469,0.000
1757698455.439,-220.703,-28.320,-389.160,-172.363,0.000
1757698455.443,328.125,-8.789,146.484,136.719,0.000
1757698455.447,192.383,-16.113,147.461,118.164,0.000
1757698455.451,-329.590,-41.992,-385.254,-182.617,0.000
1757698455.455,-300.293,-39.551,-496.582,-215.820,0.000
1757698455.459,230.469,-17.578,-56.641,77.148,0.000
1757698455.462,342.773,-7.324,210.938,191.895,0.000
1757698455.466,-218.262,-26.855,-284.668,-108.398,0.000
1757698455.470,-380.859,-39.551,-587.891,-227.539,0.000
1757698455.474,61.035,-26.367,-300.781,-3.418,0.000
1757698455.478,403.809,6.348,292.480,214.844,0.000
1757698455.482,-82.520,-20.020,-138.184,-11.230,0.000
1757698455.486,-400.391,-39.551,-637.695,-218.750,0.000
1757698455.490,-108.398,-4.883,-261.719,-98.145,0.000
1757698455.494,358.398,14.648,285.156,176.270,0.000
1757698455.498,68.848,-23.438,-100.098,61.035,0.000
1757698455.502,-376.953,-45.410,-600.098,-204.590,0.000
1757698455.505,-249.023,-25.879,-464.844,-172.852,0.000
1757698455.509,309.082,19.043,224.121,126.465,0.000
1757698455.513,254.395,7.812,242.676,150.391,0.000
1757698455.517,-292.480,-44.922,-516.602,-136.719,0.000
1757698455.521,-319.824,-35.156,-580.566,-184.082,0.000
1757698455.525,175.293,8.789,127.930,63.965,0.000
1757698455.529,367.188,0.000,307.129,210.938,0.000
1757698455.533,-179.688,-40.039,-402.344,-57.129,0.000
1757698455.537,-398.438,-39.551,-619.141,-216.797,0.000
1757698455.541,0.488,-18.066,-131.348,-37.598,0.000
1757698455.544,401.855,-0.977,335.938,210.938,0.000
1757698455.548,-34.668,-30.762,-187.500,14.160,0.000
1757698455.552,-412.109,-55.176,-634.277,-219.727,0.000
1757698455.556,-165.039,-31.250,-319.336,-131.836,0.000
1757698455.560,367.188,0.000,256.348,169.434,0.000
1757698455.564,138.672,-39.551,-273.926,112.305,0.000
1757698455.568,-364.746,-39.062,-611.328,-188.477,0.000
1757698455.572,-276.855,-17.578,-340.820,-193.359,0.000
1757698455.576,263.184,-5.859,178.223,107.910,0.000
1757698455.580,284.668,-15.137,275.391,168.457,0.000
1757698455.584,-282.715,-41.504,-317.383,-142.578,0.000
